visit_id,total_time_diff,client_id,variation
479817815_61029166860_422501,443.0,2247954,Test
47984004_18014981143_300938,0.0,3751049,Control
479842903_28627049526_383054,3.0,1551335,Control
479843706_4408615906_937102,116.0,7381328,Test
479851877_8224531781_606078,0.0,7670421,Test
479859758_92325921528_171454,207.0,7658860,Test
479870698_66869573306_984104,85.0,1025577,Test
479872111_36007063511_394916,95.0,1034218,Test
479877793_96088140506_277095,14.0,2934452,Control
479904941_96202788659_973959,226.0,8077479,Control
479905582_76533113606_120640,297.0,1950203,Test
479918893_74134013052_148035,136.0,4150996,Test
479933886_26418404771_72149,1725.0,5247002,Test
479937646_78879509315_97542,37.0,3647130,Test
479946783_4150457338_627424,0.0,1259453,Control
479948322_9125751611_2060,258.0,9225498,Control
47995499_99282455136_456105,262.0,4480133,Control
479958911_65989874667_519474,0.0,1037226,Control
480012411_73305517349_732601,250.0,3055168,Test
480017480_93767610734_326486,103.0,4444161,Test
480024227_88767266672_616501,310.0,8033640,Control
480042781_14822864542_249100,1037.0,1024220,Control
480050972_24437797921_291105,0.0,1183663,Control
480059372_85629847631_744009,299.0,7546948,Test
480067935_97435616303_487986,326.0,8536644,Control
480098287_86799065842_518806,98.0,3761114,Test
480122020_61552420766_495547,0.0,511522,Control
480136249_72428183208_974361,0.0,2382696,Test
480140033_71119832799_40349,1063.0,4227946,Test
480167514_56501731793_601379,204.0,8134938,Control
480169452_76769023047_783645,125.0,3498560,Control
480175485_33139617806_606763,0.0,9154283,Test
480187017_35516827956_258807,209.0,9833861,Test
480192630_43480200888_868572,20.0,6207023,Control
480200403_72864980773_58635,358.0,6980026,Control
480211727_64538123291_620157,0.0,9959662,Test
480234689_180973957_420760,288.0,3762736,Control
480236887_24396598344_490144,121.0,3342363,Control
480242822_98826307652_746292,214.0,8278203,Test
48025889_78274554903_120555,1232.0,7088127,Control
480280718_54033914594_654277,133.0,1369223,Test
480302303_44098215213_613075,224.0,866712,Control
480305857_30194725130_268362,0.0,7595462,Control
480370766_27136456208_364096,245.0,9574629,Control
480390608_7102173312_368559,131.0,9114853,Control
480401167_24151997907_50174,337.0,1551298,Test
48040544_64851037614_576672,62.0,2839846,Control
480455345_50154088672_238890,471.0,7859733,Test
480522860_417625342_287260,0.0,5935818,Test
480537251_7279123068_744953,12.0,1975521,Control
480538603_30167130553_383370,290.0,1585160,Control
480554367_70967179402_723905,233.0,1406623,Control
480587104_58738240893_322692,143.0,2017693,Test
480589278_26564564319_972046,6.0,639779,Control
480596340_35207141469_42039,412.0,2678865,Control
480622136_92305390055_980697,0.0,4319831,Control
480641220_59781996794_131942,78.0,6667040,Test
480668214_9955439370_438805,35.0,1485054,Test
480669851_21624166323_155401,189.0,5084229,Control
480673320_40303725276_303291,202.0,1887771,Control
480676706_94110980215_408988,140.0,168539,Test
480679278_6265417551_928451,250.0,5789227,Test
480680152_19472356708_127273,290.0,9656513,Test
480681895_68021872591_360289,1007.0,7913208,Control
480689592_14062345342_958660,0.0,1695876,Control
480693020_38503921740_775731,593.0,549987,Control
480720294_11758828236_110308,330.0,6724797,Control
480721924_4990128352_220252,309.0,2729240,Test
480723542_66303132545_728715,186.0,2676477,Test
480746758_83276450860_642297,245.0,1582990,Test
480748289_21331668051_712140,224.0,9169849,Test
480771984_29976580468_357620,62.0,1603300,Test
480776980_3197927836_929123,110.0,649569,Control
480777671_2399529118_886167,5.0,6754811,Control
480792677_98350298921_861140,371.0,7570180,Test
480802741_81254482126_145456,272.0,1198324,Control
480803109_3636697118_888517,378.0,3495844,Test
480813038_77013083111_410746,451.0,9076129,Test
480829279_93662610076_296638,0.0,8164122,Control
480841417_22148316106_278511,204.0,8921463,Test
480859571_43555645542_854215,259.0,6296471,Test
480884284_17453971723_659290,322.0,5042551,Test
480886203_20438689358_378488,576.0,7387738,Test
48091549_31346430247_163199,127.0,3754373,Test
480931527_89691691806_433425,311.0,5908353,Test
480958595_12162562497_245735,483.0,1977311,Test
480958611_36672457751_167073,265.0,4694039,Test
48095926_40606953888_154050,594.0,8168349,Test
48096345_56743750373_261229,118.0,1360544,Test
48096646_27115934364_491799,85.0,4822750,Test
480986147_17921064905_458000,0.0,6525738,Control
481011703_85621082758_14085,203.0,7019926,Control
481017443_6577003321_904480,156.0,3603649,Control
481023697_52743202072_298552,344.0,3661101,Test
481054733_43380904616_975292,112.0,4552154,Control
481058114_67454709144_992161,0.0,6727416,Control
481102300_86956635795_940033,158.0,2938798,Test
481103140_33745358368_144787,378.0,3663863,Control
481109538_90681100644_673038,335.0,4258659,Test
4811186_90093105495_487808,350.0,1433116,Test
481123290_95510977345_707323,245.0,1516,Test
481130941_76053971416_83757,250.0,5568049,Test
481153368_11033505881_709728,107.0,3631357,Test
481162340_6274597435_799435,0.0,291182,Control
481191280_95706608715_976991,5.0,5932378,Control
481193060_91959984542_177965,96.0,3673027,Test
481193539_11914320482_253097,0.0,7662927,Control
481195647_43128083420_837076,164.0,6158691,Test
481240554_9938014043_455868,531.0,1213524,Test
481241148_54414779670_279978,433.0,8548102,Test
481242816_35801751430_158442,0.0,7334644,Control
481251871_37134835532_830588,32.0,4474258,Control
481254515_8525491376_505204,14.0,2417368,Control
481289360_18426288066_144755,357.0,9423009,Control
481317505_49097268783_941932,691.0,630446,Test
481348094_72735928623_904957,485.0,7365875,Test
48135660_8551061197_352526,227.0,6481853,Test
481371935_48774398031_539834,169.0,4874428,Test
481397680_46065517356_339275,70.0,9716434,Control
481413144_41031913453_447380,1204.0,1719010,Test
481559544_90142767640_297834,33.0,6499575,Control
481564548_77269665401_301118,487.0,9755087,Test
48157114_98277988386_819414,405.0,3342455,Control
481577977_59604162551_154054,286.0,5410113,Test
48158344_18965340904_564854,427.0,7709844,Test
481588643_76419781478_132199,105.0,6953366,Control
481592804_16701845984_205651,255.0,1634583,Control
48160412_51298505840_611204,696.0,562592,Test
481605312_15473622989_483844,108.0,387056,Control
481616096_81462862895_39353,200.0,8580049,Test
481619752_1304682246_158459,16.0,2458751,Test
481627482_22592716301_223363,465.0,2767704,Test
481635639_94090575295_190959,253.0,8275762,Test
481648414_53171013129_612962,759.0,9519918,Control
481663441_77564722622_83900,390.0,7733673,Control
481686017_45651120910_888045,434.0,6552948,Test
481691354_57120583804_13112,212.0,2000413,Control
481694315_82321423487_595811,195.0,2877728,Control
481723516_89441818214_25791,45.0,6727811,Test
481727901_58882452502_566915,250.0,1982824,Control
481754993_99776279240_513104,148.0,6133577,Control
481756614_95025936762_888886,318.0,8593784,Control
481815189_98862302301_585866,0.0,8465302,Test
481824812_77289185714_507876,241.0,4612340,Control
481825072_43308489240_641499,1444.0,1993765,Control
48183491_24180941402_178650,144.0,3242557,Control
481868149_46909859602_922949,218.0,9326114,Test
481890629_59527952400_647010,754.0,7250188,Control
481917780_2205775734_814880,2688.0,892783,Control
481921120_13077430509_543404,119.0,9409908,Control
481963640_73083291172_997743,74.0,1085682,Control
482002967_37141468114_626681,104.0,6664865,Control
482048940_46223745618_63325,109.0,4170203,Control
482058295_78317939118_314994,55.0,8916621,Control
482075842_25510081466_412005,420.0,6772517,Control
482086364_23737595497_783778,172.0,4855400,Test
482091972_67802627615_409448,29.0,41924,Test
482093179_82099671290_930474,1316.0,4050302,Test
48211593_60719706759_439835,204.0,809012,Test
482126567_41737316056_602483,136.0,3532488,Test
482141475_17415608306_635966,46.0,472102,Control
482143899_93222533611_56067,12.0,7460065,Test
482168402_69242452159_962721,0.0,2297167,Test
482185856_81579880268_397211,203.0,8505452,Control
482227097_87527144350_255167,78.0,9702685,Control
482239494_7095157124_592521,580.0,3009769,Test
482250613_3805552605_365987,0.0,6916531,Control
482262014_30788087336_338766,864.0,3844895,Test
482324508_72427561543_626638,64.0,2047755,Control
482330814_42038162421_20230,363.0,8021901,Test
482331384_18193127776_517898,359.0,5135096,Test
48233731_64320373434_556222,51.0,5687007,Control
482358639_64060812065_812160,0.0,7906167,Control
482372582_2077590094_422142,633.0,4912564,Test
482399779_56208825024_699069,0.0,1854779,Control
482407394_28135785462_612958,236.0,2463388,Test
482416023_76203964510_46019,18.0,7329985,Control
48242517_93511030703_66580,54.0,3253100,Control
48243304_86180774664_765700,8.0,9509687,Test
482434399_33281791734_428825,87.0,4576979,Control
482445311_14365427444_558769,172.0,3347126,Test
48244978_30848764917_176506,0.0,7469760,Control
482465854_83486157684_372195,125.0,6304200,Test
482471969_15698099904_278534,14.0,5115704,Control
482473220_18852681722_598000,263.0,979208,Test
48247674_1307661178_768942,167.0,614008,Test
482496551_25994290405_453906,65.0,9663688,Control
482514187_64526693762_319890,0.0,9337376,Control
482524130_61949700274_836319,117.0,7526606,Control
482528489_72740975244_808735,772.0,2906088,Test
482551155_50027759415_49360,101.0,3115914,Test
482559899_22430750002_440861,169.0,4015553,Test
482568612_88937849668_156016,716.0,7219770,Control
482569248_62017191667_52339,2093.0,4442018,Control
482594769_33032508613_748665,199.0,8582610,Test
482595800_99491203146_239558,157.0,612698,Control
482596896_37257173865_635878,0.0,8388761,Test
482606592_84528425920_162770,188.0,4559767,Test
482633220_90772487291_259147,138.0,8261402,Control
482640305_15275325065_70722,186.0,8240915,Control
482643803_42389831489_238383,203.0,5171196,Control
482656136_51023398469_433177,0.0,8021143,Test
482660091_68464451034_554265,99.0,5176155,Test
482684895_85838738966_251090,0.0,563689,Control
482705201_58135362653_159140,285.0,6815257,Control
482706588_13654550768_912449,284.0,8043664,Control
482719144_2156937534_424365,26.0,8338945,Control
482739985_68460450988_59831,84.0,9798513,Test
482746402_8451625409_981187,183.0,5693075,Control
482757875_64506859598_109110,316.0,5269746,Control
482761742_33190904556_912159,482.0,739944,Test
482782315_44263885135_710535,430.0,3601334,Test
482784551_50573710335_3884,67.0,6379996,Test
482797447_18649800497_946875,0.0,341409,Test
482805892_55213192555_365699,396.0,7602950,Test
482813534_97189375371_241921,241.0,9378650,Control
482821316_80082733493_60516,34.0,8196602,Test
482832844_85316426718_298117,48.0,3934480,Control
482836034_57915338498_439455,635.0,480458,Test
482844654_10731494663_66862,130.0,8726816,Test
48285072_31128335518_328051,0.0,6881177,Test
482855495_5028700399_549563,43.0,6194562,Control
482858525_28261165242_227493,0.0,514667,Test
482863202_88467210964_66287,11.0,1500353,Test
482876522_63882518474_216344,1480.0,9516885,Test
482881346_34991558629_306641,2080.0,5564018,Test
482887015_2678135201_422618,11.0,4693164,Control
482888302_39907112779_209097,10.0,7620007,Test
482926939_76972326654_685935,150.0,7182695,Test
482953516_93682537498_937204,217.0,2097722,Control
482958016_76220182168_669287,353.0,2110629,Test
482971471_28821321241_502762,316.0,2805504,Control
482974031_57887811266_576074,0.0,4430331,Test
482982789_57209899674_136000,196.0,647450,Test
482988073_46139493209_239757,947.0,8569688,Test
483001994_55509124302_981371,111.0,8000734,Test
483020483_37777250174_216038,154.0,834594,Test
483030758_19070035710_33883,232.0,1582736,Test
483035333_25856290555_445690,288.0,6308615,Test
483069437_99311347064_950478,0.0,3856473,Test
483084600_55832121225_347451,467.0,882767,Test
483095359_50596114634_109196,472.0,1936338,Test
483099526_80423200523_981748,0.0,7525098,Test
483100029_78090372725_741237,591.0,1777116,Control
483121098_98971277145_106378,0.0,2727697,Control
483124628_53627265549_948963,90.0,2217307,Control
483125531_30481337766_698038,0.0,8303095,Test
483138901_32743564823_274091,1297.0,484325,Test
483151930_2937550268_244953,195.0,9573327,Control
483179318_87998932501_323594,202.0,3919298,Control
483180141_68262834919_905849,229.0,8565062,Control
483204985_59379707626_189257,214.0,2684004,Control
483214154_65131492826_819390,2.0,843228,Control
483232430_56533632226_810262,145.0,754987,Control
483234712_7667309407_487466,328.0,1659811,Test
483263857_71141207962_579467,6.0,5274513,Control
483269308_3750477030_727860,15.0,8099995,Control
483273445_33947204821_246645,0.0,9297076,Test
483275415_48210990930_212311,372.0,6588643,Control
483318904_25703120638_706473,28.0,7846757,Control
483341630_81935683082_555799,114.0,5278439,Test
48335695_43058196284_836064,1341.0,8660336,Test
48337336_37642884254_915344,193.0,7177906,Control
483380880_13053977112_463745,0.0,8078165,Control
483423785_95482222753_498342,145.0,1142370,Test
483433601_73046464613_371568,0.0,449709,Test
483442322_20678461185_815900,1553.0,136237,Control
483469669_11304906467_553167,213.0,5255589,Test
483470805_69052532633_4716,265.0,9697625,Control
483475109_79012710015_768519,276.0,1983405,Control
483476753_37620718273_608977,225.0,4655561,Control
483503280_9706251887_711923,217.0,821574,Control
483514766_44441197228_870101,89.0,6168816,Control
483525128_63444619912_218920,0.0,2013905,Control
483528342_92319118256_6984,239.0,4467317,Test
483543570_7903178176_425907,55.0,3034732,Test
483548219_80118255090_15896,0.0,7394279,Test
483569570_21191206163_939401,384.0,9655611,Control
483594722_90837515843_936365,434.0,4971329,Test
483630713_88069711551_950769,324.0,1710617,Test
483664267_82600202849_480645,187.0,7598836,Control
483666581_14130688446_923941,156.0,4094092,Control
483679080_52592155300_77934,263.0,3076613,Control
483718713_29237985785_89337,164.0,6501980,Control
483721662_74163427569_807374,2485.0,3677950,Test
483725908_78385468626_988119,511.0,8987981,Control
483738263_4057680487_61869,22895.0,9553121,Control
483755887_77967641149_144066,299.0,1550877,Control
483764093_41142794544_652987,233.0,4333248,Test
483786619_15966011036_731860,587.0,3863478,Test
483786648_81819565074_542461,565.0,2415000,Test
483787192_41166370496_326029,0.0,1129989,Control
483808516_19860084623_514652,72.0,6983793,Control
483810282_9127556912_634592,45.0,5706601,Test
483810537_21207683201_261987,231.0,1548193,Control
483840246_71473329298_863238,326.0,3355713,Test
48385010_78209061064_851146,68.0,6340232,Test
483865548_46234544746_99494,30.0,4233509,Control
48387503_28854114460_289518,354.0,5794796,Test
483881400_11083850789_312292,21.0,48424,Control
483912775_5023686571_376161,1.0,221775,Control
483914404_4955030373_575886,352.0,7639404,Control
483917445_10175157462_212180,352.0,2519148,Test
483943657_37187672515_897408,10.0,3470971,Control
483955025_83445800205_827158,16.0,4300134,Control
483962659_49047331885_358675,323.0,9215453,Test
483964066_1904176656_19940,3.0,3840969,Control
483989636_13872018348_696974,0.0,898300,Test
48399319_83337053584_727804,136.0,7679295,Test
48400232_82694432451_804584,6.0,7308546,Control
484007608_81301662040_691909,227.0,6061814,Control
484008556_22228275165_861116,610.0,4727155,Test
484010114_55534278567_591284,108.0,5929302,Control
484048486_15429559864_529415,0.0,6303727,Control
484058263_80439795342_311739,505.0,9778121,Test
484065462_42252587318_850086,1582.0,3717634,Control
48407184_90132286530_413065,270.0,1324994,Test
484075292_80684707652_159331,307.0,3721289,Test
484103522_63080319906_989682,7.0,6244184,Test
484106562_89563838971_952555,136.0,899958,Test
484121920_9401907040_66536,406.0,8689959,Control
484127357_94413347999_394250,165.0,8577908,Test
484140576_10451534336_43715,161.0,9741876,Control
484150259_52171007293_699417,58.0,7187667,Test
484161704_85338502670_464940,248.0,2775504,Test
484183536_26324835511_618739,1471.0,6290002,Test
484218173_10221903890_724826,171.0,9726561,Test
484227953_66966814807_339293,243.0,3841361,Control
48423274_32923063955_73573,100.0,301330,Control
484234533_89896382521_261355,207.0,7350449,Control
48423992_56839837764_255941,252.0,5343117,Control
484261735_63469344375_839443,0.0,8417006,Control
484281072_39944962522_531617,300.0,720985,Test
484282409_78369755154_207233,155.0,8995063,Test
484291696_9977805588_607558,204.0,3870054,Test
484297609_53768683620_91448,21.0,8281229,Control
484298588_81471639218_981974,764.0,9584408,Control
484308214_72095208776_309576,671.0,9638063,Test
484315583_33068173879_215338,17.0,3469824,Control
484322883_57436300256_735475,1713.0,7199448,Test
484328638_30954741399_268933,250.0,6200721,Test
484329988_79243094478_139759,77.0,2483642,Control
484342580_51292558616_50879,33.0,2493350,Control
484348793_99268470930_728407,29.0,3529675,Test
484366114_35610831598_54480,523.0,1377934,Test
484370508_96394273359_929634,24.0,5154371,Test
484374298_31822969145_412901,0.0,6707544,Test
484398677_47252251278_272930,96.0,8777706,Test
484401101_61471729879_824230,688.0,5215288,Test
484422094_43921699859_95769,94.0,7710564,Control
484438310_36536942713_121494,220.0,1543912,Control
484443789_59408153378_431383,1627.0,3452031,Test
484447962_8107088119_585638,0.0,2647155,Test
48445534_57349761625_527556,1249.0,5213791,Test
484471724_41682401410_337759,87.0,661172,Control
484478304_5260138407_445108,514.0,1932162,Test
484484491_91634964786_647766,138.0,772961,Control
484498135_87946291927_194057,0.0,5254812,Control
484502711_3913943669_813318,135.0,6875095,Test
484507699_69071675825_294650,171.0,7546798,Control
484526508_95721980162_422433,209.0,7706068,Test
48453300_21851595076_338589,313.0,5200905,Test
484569185_45032653779_749812,137.0,1989030,Control
484571149_19089084587_599456,1555.0,533091,Control
48458691_87448147885_273308,270.0,2345328,Test
484590457_51836238702_144657,0.0,3685506,Control
484601768_87728609158_964812,263.0,7391927,Test
484619189_8614336579_210379,0.0,2165375,Test
484631561_42380606121_604661,1231.0,8803272,Test
484633190_59955446346_239498,0.0,4628302,Control
484635847_81152852582_175915,491.0,9726076,Test
484651708_24228406795_7949,330.0,2312741,Test
48468362_23907799593_737831,460.0,4605489,Test
484686950_54180441444_857372,156.0,244897,Control
484695224_9235730802_55483,296.0,636219,Test
48470377_58492685139_213941,344.0,338607,Test
484728060_33486537209_731567,82.0,7842994,Test
484728163_3731162783_483021,55.0,6552948,Test
484744825_19608725920_692601,219.0,6051224,Control
4847872_65814171654_125428,9.0,5159449,Test
484811536_89742810065_881734,178.0,5537949,Test
48481582_17297023973_948947,7.0,2263743,Test
484844060_91018499910_114560,4.0,267576,Control
48485243_46002589648_111500,126.0,7195400,Test
484860256_99632548346_71642,232.0,1837101,Test
4848867_80121877033_869043,49.0,7880177,Control
48488855_45077179222_658694,884.0,7369357,Control
484894052_50020842583_104438,297.0,5234404,Test
484909301_18381255122_894613,215.0,3363406,Control
484925175_42379462474_255347,73.0,8392344,Control
484982805_70134143432_706160,226.0,6421571,Test
48500460_35806060051_563093,36.0,5452128,Control
485028790_3781688750_803088,75.0,4647580,Control
485042699_67088951051_433761,5.0,5120012,Control
485045089_15269339503_83845,95.0,7625835,Test
485113236_26417791611_193061,77.0,9849606,Test
485118514_60281961275_303117,75.0,108335,Control
48511907_79935274049_187779,0.0,8778070,Control
485126161_22421733997_580666,87.0,796776,Control
485135220_17805618757_808101,172.0,3026033,Test
485153498_16933903643_852874,57.0,5449926,Control
485172244_29781615342_791916,237.0,8829649,Control
485186979_5345847743_875209,0.0,7181572,Test
485191022_23783520424_182586,65.0,6909899,Test
485197280_30904894570_827224,59.0,9235206,Test
485207891_7691977239_256601,197.0,8824353,Control
485231929_52430257131_301192,461.0,1900836,Test
485275417_45045980534_310004,0.0,5667641,Control
485285557_84561219606_829887,243.0,6690818,Test
485317872_33257393647_69292,233.0,7520214,Test
485335621_52023758814_464,78.0,7872084,Control
48533951_88376761713_219624,45.0,7331322,Test
485349407_43490571538_584437,30.0,1191690,Test
485357467_25792986626_52115,203.0,4249361,Test
485370160_34896680364_211111,45.0,1232223,Test
485377541_37615349326_41202,221.0,6640295,Control
485384093_83903854197_432365,295.0,5508214,Test
485410776_31865834516_84257,0.0,3178491,Control
485435013_76024658027_422423,482.0,8804120,Control
485435956_70578571138_306885,0.0,776238,Control
485441485_71115211537_944488,0.0,7775205,Control
485453241_23471814731_962396,175.0,5923090,Control
485497453_99502655237_13914,179.0,4231887,Control
485505510_24553312752_59704,103.0,1815033,Test
485515514_85870602782_954477,0.0,6409586,Test
485519011_68582444859_804352,315.0,5117848,Control
485523234_18675905932_448191,748.0,6808154,Control
485556725_14025584285_708588,318.0,6150665,Test
485572479_49019577168_488348,281.0,78779,Test
485572591_84085988455_822882,0.0,9748293,Test
485585691_9405641036_81272,539.0,385555,Test
485590177_75186785797_458622,64.0,477656,Test
485594189_41911762463_334263,51.0,6623768,Test
485596413_7458299948_70200,245.0,1251676,Test
48561258_66693502012_288983,175.0,7117747,Test
485614587_88358953284_273726,221.0,2285228,Test
4856156_70343952358_617709,235.0,8984668,Test
485628616_30227153469_857051,373.0,9850294,Control
485633454_12292720156_860799,529.0,9795026,Control
485646064_33675555732_831759,112.0,4189284,Control
485649224_18313257456_800550,119.0,5267839,Test
485696581_13427288409_140907,152.0,2591463,Control
485697260_59617032027_550802,327.0,3968836,Test
485699209_98305567625_462720,921.0,468090,Test
485700418_1192931840_751126,168.0,2905307,Test
485702157_5776322155_658442,2.0,5951934,Control
485711523_23211881253_219423,0.0,5078188,Test
485769876_5856667197_726312,165.0,9804328,Test
485785697_26868674314_708072,177.0,4129281,Test
485790519_49029115285_844364,236.0,3006695,Test
48579448_52752486154_523724,109.0,1763518,Control
485809031_87004615759_94743,0.0,2211619,Test
485833175_69263263913_345637,12.0,9512448,Control
485835707_56373960078_840452,0.0,1612946,Control
485861095_36006281326_125122,499.0,1726059,Test
485874779_41684259020_122589,0.0,6335544,Test
485906649_38509054068_507604,13.0,7547652,Test
485920672_27847530861_855145,5.0,3732108,Test
485925140_89832701024_818676,11.0,2056534,Control
485925243_7644813044_937580,2306.0,3458847,Test
485934802_26753917076_707055,842.0,1476869,Test
485942989_82699110729_840695,0.0,2000786,Control
485945716_12619187760_303989,89.0,5286396,Test
485970986_56033194336_119177,297.0,560486,Test
485972315_86801146767_158496,90.0,5526019,Control
486003300_18790582068_884944,97.0,6440517,Test
486004940_19458697143_165199,348.0,4800447,Control
486007277_64421825317_360967,103.0,927516,Test
486008450_72763220249_740269,140.0,8752770,Test
486029697_51140904449_134326,555.0,8234708,Control
486040435_95388026926_759185,0.0,9626092,Control
486081164_81333115586_261833,200.0,4724224,Test
486089123_79089956097_587388,137.0,506320,Control
486116118_31590874652_390399,0.0,2940929,Test
486123832_10836735459_29952,345.0,6589077,Test
486124468_97741283799_100633,0.0,9099836,Control
48613866_7956475357_813252,170.0,5822478,Control
486142092_80589817150_952664,0.0,5192961,Test
486144753_50871816674_257489,619.0,180142,Control
486164442_24976709223_32297,0.0,2392277,Test
486167840_83942219972_790572,1276.0,8609870,Control
486173785_67480316008_747785,463.0,2636290,Test
486180047_35098214355_768009,208.0,2593741,Test
486195276_60159311336_60164,624.0,447488,Control
486239676_36819095351_936767,108.0,8338121,Test
486240445_95452836014_333647,227.0,5283980,Control
486243636_53144903258_93366,228.0,2835681,Control
486243819_69339307252_996849,288.0,1575877,Control
486247924_48440305435_644719,131.0,9247313,Test
486252793_57452743424_568022,522.0,2422435,Test
486265943_37635605596_117026,321.0,5079210,Test
486266117_81110642225_313920,742.0,4430331,Test
486287715_77774238610_48728,204.0,9346486,Control
486287893_32097639092_231390,671.0,7823381,Test
486300642_87448746499_90337,470.0,8554834,Control
486300788_38684293284_891074,256.0,2959374,Test
486301516_96462106117_500249,36.0,6141254,Test
486323723_41423486495_773266,411.0,6488651,Control
486331907_60487581231_792314,146.0,8418665,Test
486337578_869723089_42452,380.0,8358491,Control
486353624_28846861495_627782,144.0,4829573,Test
486371839_54505431420_318233,0.0,2608135,Test
486373216_8116027564_449404,189.0,5648355,Test
486381997_17122179996_431218,217.0,5459007,Test
486412354_78359260539_164806,128.0,797005,Test
486419899_51423390000_765182,135.0,4292987,Control
486449545_9004384451_128353,0.0,3703187,Test
486453175_75141887707_483238,482.0,4372327,Control
486460175_5967495155_946062,229.0,4316236,Control
486466534_8698937580_945117,40.0,3718687,Control
486467151_93518786443_950733,501.0,6542104,Test
486471372_42166742070_288314,96.0,2557009,Control
486477467_90274033436_319123,118.0,5968033,Control
486479409_86734380017_958845,169.0,8368488,Control
48649676_89060397938_801434,140.0,442772,Test
48651645_18047859513_313794,26.0,4748887,Control
486536579_69514718389_591898,663.0,4011125,Test
486539028_57417182112_605954,91.0,9087617,Test
48655971_76766419375_846254,384.0,1595223,Test
486609242_35169988126_293464,0.0,6659541,Test
486611291_86804132554_953315,83.0,614978,Control
486643502_33077258070_644937,442.0,6576498,Test
48664384_33301292577_888688,4.0,1956135,Test
486655661_9812971237_480378,200.0,1425912,Test
486658659_23609819834_504584,203.0,7511654,Control
486659870_76444011596_832022,163.0,4302941,Control
486668199_97532252611_949415,409.0,4548420,Control
486692912_70232080359_421879,64.0,3817332,Test
486693914_30640943389_415092,193.0,8448994,Control
486707096_52790099115_331246,204.0,5336156,Control
486713981_29825414007_68438,167.0,6448014,Control
486722547_49795278343_836633,56.0,1416662,Test
486724144_32095577774_849690,230.0,7984218,Control
486724312_55546098312_194952,355.0,8669314,Control
486731502_99673203618_505969,0.0,1592681,Test
486732712_86670254232_548180,0.0,6997573,Control
486738736_37154860501_827890,26.0,7417585,Control
486741820_42231678775_204313,875.0,4646583,Control
486761166_1594251988_172131,32.0,6263611,Control
486769407_51142224759_834333,121.0,257907,Test
486784938_4193617276_443874,298.0,2512034,Control
486786033_80310088619_603487,98.0,9861045,Test
486833894_84621353168_968915,1555.0,3404903,Test
486836910_98660511809_362083,416.0,9361627,Control
486840676_2812027077_906634,27.0,2043815,Test
486855907_48161582206_8378,264.0,456369,Test
486875417_10928085230_151039,103.0,1015227,Test
486883756_16462415715_650160,412.0,3781719,Control
486890802_98273972118_614309,0.0,6465861,Control
486912778_16480267807_341057,262.0,5444290,Control
486928558_661228566_279859,166.0,4292744,Test
486937443_378350474_164534,134.0,7646044,Test
486942366_59413830171_759745,19.0,4064683,Control
486988976_49806795222_252033,32.0,1313437,Test
487000562_22572113640_586669,182.0,4912890,Test
487058135_29863680129_764039,244.0,7369782,Test
487059617_79294192793_947958,0.0,5228551,Test
487074175_77228316267_803411,83.0,3973856,Control
487106687_57618978880_85363,2032.0,678792,Control
487107928_570731838_912946,207.0,7949729,Control
487111019_79827132959_815388,0.0,2057594,Test
487116656_25615855691_290948,0.0,9406425,Test
487119678_80881055010_126593,3.0,6926499,Control
4871202_86973114858_929957,131.0,1927505,Control
487120922_77755046712_490645,568.0,2938714,Test
487233614_39143344008_266928,297.0,4536163,Control
487263742_20280814968_875420,456.0,4846965,Control
487286898_20871610773_437646,340.0,5377323,Control
487300977_9170961629_625987,64.0,8115104,Test
487301670_90545987779_524736,151.0,9395390,Control
48731164_76469835385_964723,6.0,3780314,Test
487315202_45749033349_893537,2149.0,797410,Test
487324638_31882624569_656689,599.0,3001093,Control
487334467_68338329783_99041,594.0,4278574,Test
48735722_1962630922_85247,29.0,7390281,Test
487359942_29924015583_65820,36.0,9716000,Control
487361382_77708235854_301214,114.0,6518049,Test
487380205_72649849311_983222,353.0,1321300,Control
487380360_27335000446_587995,129.0,8828227,Control
487380607_36025688631_912294,499.0,2379892,Test
487380887_47353868399_584086,65.0,6558231,Test
487384091_31566175232_441544,165.0,9110421,Control
487387429_73960672437_352447,0.0,4627932,Control
487394367_20717002221_597711,8.0,9725805,Control
487397318_96755612588_510603,1956.0,1229899,Test
487436991_12695294369_39448,1232.0,4196075,Test
487472021_77174851455_427677,173.0,7813560,Control
487486372_69531423261_55755,1209.0,5162378,Control
487486745_38959276504_541914,436.0,3845443,Test
487490283_39591161757_605666,10.0,9560201,Control
487490798_80929425994_257540,0.0,7728720,Control
487507553_66397294005_781022,82.0,9991998,Control
487509081_63634095876_942810,250.0,4504578,Test
487541976_84052150409_991528,223.0,1744352,Control
487590427_6767584001_703067,27.0,8883914,Control
487605930_1579226182_275999,0.0,1311021,Control
487626865_51193061567_409913,229.0,5632085,Control
487628752_95807615723_510970,835.0,7304701,Test
487631517_35138819587_374001,354.0,2280908,Test
487635776_61985607411_628586,0.0,2564522,Control
487649084_79270681398_314737,0.0,7942902,Test
48765257_3988061280_153710,160.0,3690037,Test
487661054_70200875626_843924,406.0,5181335,Test
487670915_91494755187_295618,0.0,6786810,Test
487671451_96186990037_596971,92.0,2328452,Control
487674797_73406160070_236418,387.0,335389,Control
487691709_24306250640_332875,267.0,7297929,Control
487696326_70832322598_749445,0.0,3865008,Test
487700125_52940792380_506116,233.0,8424498,Control
