visit_id,total_time_diff,client_id,variation
950324913_37836731546_921448,123.0,6255182,Test
950337793_49430769703_278664,1147.0,9763453,Control
950347254_60638357617_653674,0.0,4727053,Test
950366539_58277618415_491533,0.0,3810894,Control
950367341_92559977720_135437,187.0,9994115,Test
950381560_57131946292_452602,0.0,5740925,Control
950388067_56009833395_300936,413.0,9436140,Test
950427398_98452500253_942483,532.0,6583985,Control
950434052_30441434170_431739,32.0,843403,Control
950444142_12230462123_495702,176.0,2963883,Test
950445162_62697963426_827189,0.0,2944439,Test
950452356_11436504479_926704,212.0,5059283,Test
950455327_57362586087_513190,337.0,9802022,Test
950491108_9901247288_861028,554.0,1605061,Test
950498203_2537921436_249116,337.0,5527784,Test
950500561_30182860432_808009,0.0,4224797,Test
950503594_83305532013_153367,34.0,6620678,Test
950532294_45167840194_679000,201.0,3487352,Test
950540818_18582847707_928557,259.0,1668124,Control
950556724_50227040239_475948,279.0,80559,Control
950561035_20924821823_15001,24.0,5316482,Test
950609347_49758217075_144666,0.0,8178476,Test
950616205_91236088022_969711,300.0,8877173,Test
950621693_61159569837_885229,355.0,9384985,Test
950631909_60786307269_168474,2765.0,2646813,Control
950639785_87225563107_978273,1003.0,3934723,Control
950650836_20349275557_694874,0.0,3646203,Control
950667070_59468073886_428459,103.0,1423566,Test
950674982_81879279094_609696,51.0,9006010,Test
9506835_79504805678_566652,607.0,3230695,Control
950693952_44197766788_881070,234.0,748334,Test
95069589_18624895892_906272,425.0,6160780,Test
950698756_27423455057_178678,148.0,3838913,Control
950708151_45327856015_272192,637.0,3433766,Control
950722433_6006914565_418294,185.0,9293360,Test
95072363_97753178378_542778,261.0,9880923,Control
950760016_59508184553_719612,200.0,7944080,Test
950760416_13124023865_149088,0.0,4343302,Test
950769019_74482268985_769006,47.0,4322460,Control
950781430_12762713079_346390,0.0,6587845,Test
950818770_14085567585_597391,387.0,2536813,Test
950820773_39615182029_371832,0.0,6794458,Control
950822388_54434486886_365939,231.0,9307530,Control
950825563_46826109557_177621,384.0,1459001,Control
950831932_7948171474_736068,197.0,7465113,Test
950832068_44156671029_767206,224.0,1320603,Control
950892177_55420441915_371288,215.0,8847290,Control
950912795_86101074346_589439,0.0,1902610,Control
950930840_38499121253_689144,0.0,3048587,Test
950931691_54033805177_859447,1584.0,9237579,Test
950935651_77793415109_737253,335.0,8958048,Test
950948768_49606885415_251742,844.0,9356001,Test
95100619_38485297087_193119,0.0,800754,Test
951007490_96805630927_813676,1011.0,7835044,Test
951019908_34156959127_210864,0.0,7203485,Control
951021073_46656628225_991872,0.0,1954046,Test
951021569_2767429471_472370,24.0,8867782,Control
951033573_67007657356_74601,0.0,298590,Test
951061758_80574145166_440786,122.0,886333,Control
951082863_24678579361_211427,1861.0,3702571,Test
951083483_68120646865_836490,0.0,743170,Control
95109724_51703446157_204185,0.0,9386749,Control
951100612_21154642541_323981,0.0,6532710,Test
951142063_62566322153_808015,0.0,6725481,Test
951146737_99686172194_924118,403.0,8706649,Test
951148101_67297996518_955842,330.0,1621157,Test
951171388_76341298026_892637,2.0,6725650,Control
951174605_12214273156_520076,0.0,6960465,Test
951205745_22029155033_19692,172.0,2106701,Control
951232302_54351821764_605456,1030.0,3780314,Test
951238381_72956969637_591891,0.0,3450766,Control
95123969_74488927123_667652,0.0,4966830,Test
951240297_60966682691_431825,621.0,3890503,Test
951246294_28529328062_372797,272.0,6809452,Test
951263443_32209425129_679284,270.0,9250118,Control
951269216_69487449163_934436,147.0,3250123,Test
951275573_38692079792_920724,366.0,4332483,Control
951278726_77241554665_142961,178.0,4952273,Control
951290552_81182048162_623534,0.0,6791433,Test
951302222_47011987740_979369,577.0,8049816,Test
951319005_99514948820_773406,0.0,6059910,Control
951330862_6739611279_608207,56.0,4575119,Test
951331053_45520678203_961842,926.0,3232830,Test
951331750_93112096079_990135,92.0,9325743,Control
951363958_15953594663_118095,205.0,3767547,Test
951415378_69511583686_910218,154.0,1825113,Control
951415702_2265581793_245123,0.0,8170136,Control
951421780_52489698687_282907,341.0,7725674,Control
951435221_66822223360_977992,223.0,2772609,Test
951456375_19948914846_150833,75.0,7224021,Test
951462220_35722128512_46528,77.0,2266160,Control
951468194_94245435730_688860,213.0,1871444,Control
951479623_23007146482_225370,50.0,6110105,Control
951499275_53103510453_906247,387.0,2630731,Control
951503210_98013965966_69968,0.0,8230364,Test
951523530_74096809820_906815,1285.0,7229859,Test
951526630_34999245060_804303,669.0,7831512,Control
95156640_37389901240_202839,308.0,6391313,Test
951567882_31486981590_585583,395.0,4260890,Control
951573334_69293147396_902997,139.0,4660576,Control
951580851_36430990481_305844,271.0,4871180,Control
951586503_20620521797_883299,351.0,344960,Control
951596172_28724718634_873695,39.0,6206396,Test
951608332_2488116610_134565,277.0,369968,Control
951619741_16176570609_250215,545.0,8424613,Control
951635690_72375097999_463014,569.0,8338173,Control
951642125_54502865218_294656,287.0,9655405,Control
951643877_47099071544_628087,622.0,6640148,Test
951665011_95021605510_351766,1605.0,2445630,Test
951673680_35603925991_678625,135.0,8513116,Control
951676600_88888340674_374918,11.0,585572,Control
951686071_78006108337_344162,202.0,9323460,Test
951697798_42785970261_362785,114.0,9217608,Test
951706369_68236646340_703404,130.0,7542655,Control
95172912_26873480377_842403,341.0,9952738,Control
951770793_22761820259_359821,1061.0,1648735,Control
951792764_26631583373_704320,91.0,5353469,Test
951797146_51108219684_494031,121.0,4968760,Control
951808513_30348565062_809091,10.0,1229545,Test
951822214_3509785091_921269,320.0,7981938,Control
951828404_52412795444_357737,16.0,5631969,Control
951836493_17811947899_116451,37.0,9939805,Control
951851148_95585873059_935291,80.0,2619189,Test
951852515_77858868641_336542,199.0,3958467,Test
95185324_18328704038_580169,97.0,609661,Test
951879634_67884470519_41630,98.0,3958642,Test
951879817_39440331743_824001,53.0,6938735,Test
951881990_4235553812_961470,4.0,273319,Control
951909568_49937878109_345210,553.0,4580336,Test
95192930_2849162718_436406,145.0,6037376,Control
951935258_43993123259_272456,150.0,6733557,Test
951941816_4608287729_682512,677.0,7210592,Test
951954448_3534994415_634369,309.0,6840065,Test
95195559_98401264867_442872,32.0,6039700,Control
951989174_30164441646_912635,0.0,6521093,Control
951989951_78254877391_674164,275.0,2346970,Control
951995834_96784638882_592721,0.0,501426,Test
95199599_49560114937_231391,425.0,1927142,Test
952018110_1406731169_925975,349.0,9862091,Test
952061803_29123719777_190032,2355.0,1930869,Test
952068803_63194291759_396922,145.0,2681090,Control
952095005_40337604407_64727,0.0,8230414,Test
952106725_48673244427_720901,0.0,3413416,Control
952110500_37024918393_835388,455.0,2122912,Control
952123343_794946765_273430,31.0,9597884,Test
952128534_56643515699_932176,438.0,422464,Test
952139282_70451289615_497537,24.0,1136850,Control
952144481_37627687702_844150,248.0,5399074,Control
952163760_92304834165_206214,80.0,9844061,Test
952164215_50026509124_164995,157.0,6902554,Test
952169293_77357143779_157797,413.0,9424502,Control
952177719_85524364862_122560,1584.0,1033134,Control
952187761_84812749900_564376,0.0,8643140,Test
952204139_12370167454_950284,0.0,552124,Control
952205955_67210598391_782791,398.0,5194608,Control
952215457_35884883123_874849,570.0,9976102,Control
95222350_5949580211_909117,549.0,1863152,Test
952272788_94156367542_289924,301.0,2228618,Test
952278002_29463571045_925420,106.0,4448582,Test
952282776_64047728970_342216,1362.0,4280545,Test
952285988_98489790962_478976,0.0,2370747,Test
952314280_63390550852_21652,15.0,1175845,Control
952328439_92776598163_299619,429.0,1245725,Control
952343642_79911243695_416583,0.0,8268271,Control
952354568_19283489591_742071,1478.0,7240566,Test
952356439_4451705311_772412,228.0,575213,Control
952358784_74639565051_940924,1503.0,5491826,Control
952369100_61828073227_747926,38.0,5577085,Test
952370755_62938765013_27247,234.0,1241841,Control
952372360_96439296444_372856,39.0,7151779,Test
952398747_32176283170_510031,499.0,7112502,Control
952404690_93649503797_55890,173.0,3313511,Test
952412695_42106721053_773623,0.0,3597029,Test
952428534_9026030083_536248,237.0,5875104,Test
952443916_53989573120_632848,99.0,2927910,Test
952446876_44502241895_811016,143.0,1680180,Test
952451137_85046585670_434545,165.0,166715,Control
952455266_96724626266_4830,77.0,2445077,Test
9524600_94357290831_384768,334.0,325301,Control
952474986_21898074713_469013,34.0,8268645,Control
952504606_12978230736_574824,0.0,8833500,Control
952508552_42886478127_792902,484.0,7365367,Test
952528802_64759253082_691158,566.0,2158801,Test
952531581_38071422603_482851,40.0,1709650,Control
952542610_38063371191_621448,221.0,6244184,Test
952560212_74921565590_922055,411.0,4354914,Test
95256781_22736781851_851,212.0,7558565,Test
952574481_95431808970_560504,78.0,7341362,Control
952608110_22107199990_648193,0.0,375176,Test
952617851_62570147581_105446,127.0,2075347,Test
952620679_51123509392_942488,258.0,8255655,Test
952625604_43536633117_763486,281.0,6015130,Test
952636068_30434304956_728832,0.0,9118193,Control
952642247_43775969386_842465,5.0,1592419,Control
952654215_73236627067_163965,287.0,5161092,Control
952657791_37041762581_570828,496.0,7784030,Test
952670992_77608075584_51210,221.0,5917716,Test
952711327_93263652349_550336,391.0,1455660,Control
95272671_94083176058_468800,137.0,6185706,Control
95273663_20853010567_274566,65.0,2762642,Control
952753086_44171128392_796478,5.0,9827500,Test
952774310_59463017185_450914,471.0,7433855,Control
952780776_31699882606_274435,0.0,64635,Test
952797049_9635446422_828325,1032.0,7699250,Test
952825777_8260078222_161989,28.0,4287473,Control
952832398_64947217169_508450,254.0,665986,Control
952842406_50833709433_886036,12.0,6110662,Test
952856417_63409319159_852924,227.0,8453230,Control
952859794_60941378082_125221,78.0,3635787,Test
952886088_67469805326_619841,26.0,9038964,Test
952887259_1448349146_8267,0.0,1139805,Control
952913714_74497240841_854479,437.0,1897278,Control
952933454_56198710637_534650,204.0,676989,Control
952937840_94023967068_417730,7.0,2607491,Test
952971266_84852394534_53807,312.0,775843,Test
952973431_92598014455_400450,214.0,3559621,Test
952984409_22853129520_634392,544.0,3479174,Test
952991755_28250734539_555261,849.0,8341093,Control
952995912_87927240487_898448,0.0,6029600,Test
953034477_90266532227_946867,57.0,9299978,Test
953043411_93491224489_453161,131.0,3812607,Test
953044490_24488729232_719438,0.0,8023902,Control
953045409_91323013312_479830,99.0,1483064,Control
953050896_82511732924_959199,164.0,9862840,Test
953055576_79185665941_955012,0.0,5583950,Test
953097438_9608092216_244580,436.0,2892152,Test
953104944_29778929333_171806,97.0,1002294,Control
95312600_32167455223_879994,273.0,35181,Test
953133465_19178322085_893782,0.0,8948215,Control
953147389_15552413728_757808,0.0,5205443,Control
953150207_10044000774_712586,390.0,4689869,Control
953150298_9185639581_139661,0.0,3733620,Control
953151474_52190557699_867905,0.0,323753,Test
953215924_72433426359_622453,104.0,7911085,Control
953219797_65311521229_151262,0.0,9097769,Control
953220048_99360098666_425782,79.0,3788459,Test
953234495_46918471276_572869,149.0,8794039,Control
95323688_218585693_925766,451.0,7045648,Test
953256203_62575861448_758628,343.0,2483117,Test
953265026_73380019032_809128,400.0,5818148,Control
953307622_642000820_308881,26.0,6848141,Test
953355318_83492432423_573563,50.0,390511,Control
953367273_62344672743_223919,410.0,6586284,Control
953406210_71203478393_898037,189.0,1715882,Test
953417496_50295335900_209957,439.0,161127,Control
953417711_4673651490_989856,123.0,6765289,Control
953421596_82946557237_505923,381.0,3242161,Test
953424814_90301264979_109585,241.0,1010276,Test
953428448_12096478671_73576,186.0,128147,Control
953434774_44847256378_709555,202.0,7924967,Control
953442611_35445450885_895243,149.0,7999619,Control
953446043_41153293283_472699,1365.0,1650327,Test
95351567_87814819220_940427,88.0,1337856,Test
953528673_99234517613_547224,137.0,7596838,Test
953565334_40428467562_180397,47.0,7095768,Test
953567742_24324207629_417436,145.0,8895000,Test
953570831_95732214590_163100,757.0,7101619,Test
953576800_91906037445_730398,14.0,9650199,Control
953579302_66639430317_500626,0.0,7702990,Control
953590327_80995440688_214659,144.0,4574151,Test
953596336_55816972523_587449,66.0,4907227,Control
953641951_75373138782_74719,456.0,3018016,Test
953654589_30937927554_273585,70.0,9067814,Test
953669579_46970534409_293608,408.0,2846471,Control
953680237_77029977093_822123,101.0,3739896,Test
953696822_8057778927_379060,0.0,1717048,Control
953721062_34840494257_678681,523.0,861904,Test
953774277_2367870413_547373,151.0,6882236,Control
95379272_59350374941_567426,0.0,4377433,Control
953798097_21610606446_437452,243.0,5027912,Control
953830668_65517154751_455122,3.0,6875605,Control
953833698_77958642244_243740,54.0,2475990,Test
953838093_1889762997_398286,149.0,7198598,Control
953862496_11789036606_51071,1099.0,9497044,Test
953880740_61396344438_929498,158.0,151250,Test
953896182_55090445324_403355,323.0,457600,Test
95390516_87465864576_922033,0.0,4366957,Control
95391370_41768541613_375840,132.0,3085019,Test
953922153_69873088375_958539,22.0,1858758,Control
953951141_50358272547_291023,86.0,5269888,Test
953961612_61781350366_882064,257.0,248426,Test
953979482_64746151535_94504,0.0,1272344,Test
953985893_19572629126_386060,7.0,2496690,Test
95399911_25827607431_79117,171.0,3591489,Control
954002445_34968889772_882625,190.0,7971129,Control
954008099_43963012271_663935,339.0,6845739,Control
954014989_43877852102_573543,34.0,8656602,Control
954054311_19260436495_422719,378.0,3554790,Test
954073099_22124776716_317155,0.0,5384175,Test
954076479_44600566407_241335,0.0,2549698,Control
954076489_87618405630_840778,0.0,683558,Control
954097386_90227853097_221549,0.0,741642,Control
954098116_76914789988_643602,39.0,4189206,Control
954118656_11857492990_315301,279.0,1005952,Control
954124642_58060581946_906870,151.0,5646291,Control
954143031_78833102708_780886,12.0,8889466,Control
95415800_54470172314_227853,0.0,262535,Control
954178388_73769149573_128433,1088.0,820349,Control
95425427_601624028_355215,342.0,8832215,Test
954270386_32743776496_874248,316.0,6075100,Test
954279521_34079039922_450959,130.0,1279876,Control
954290700_80147121390_326429,347.0,7816954,Test
954310634_30491182778_483061,645.0,2686877,Control
954330772_71033361180_105204,870.0,4720500,Control
954340687_50033256737_828868,80.0,2447199,Test
954348740_4573347012_334614,27.0,870195,Test
954353023_68471058205_368317,277.0,1004503,Control
95435921_10982196764_260798,0.0,6690242,Control
954371592_24069885416_133020,143.0,2634257,Test
954372265_79373706411_10044,758.0,2734032,Test
954382025_39709510247_145948,112.0,6538820,Test
954409622_47634844821_569868,790.0,3573704,Test
954418218_43911149022_905944,133.0,981314,Test
954432267_15729091644_413935,66.0,4319828,Test
954433550_2785942793_215126,210.0,6664663,Test
954447290_29843312650_532266,0.0,2417496,Test
954449515_13401926031_849383,289.0,599231,Test
954472069_15143860448_504282,623.0,5293378,Test
954483555_83333325913_556902,345.0,4742814,Control
954483669_19045170842_749346,0.0,1526569,Control
954494031_25965298809_600726,30.0,9066145,Control
